날짜,리그,팀,상대,득점,실점,승리,장소,시기
2020-05-23,분데스리가,헤르타 BSC,우니온 베를린,4,0,1,안방,AC
2020-05-24,분데스리가,샬케 04,아우크스부르크,0,3,0,안방,AC
2020-05-24,분데스리가,마인츠,RB 라이프치히,0,5,0,안방,AC
2020-05-24,분데스리가,바이에른 뮌헨,프랑크푸르트,5,2,1,안방,AC
2020-05-25,분데스리가,FC 쾰른,포르투나 뒤셀도르프,2,2,0,안방,AC
2020-05-27,분데스리가,베르더 브레멘,묀헨글라트바흐,0,0,0,안방,AC
2020-05-27,분데스리가,도르트문트,바이에른 뮌헨,0,1,0,안방,AC
2020-05-27,분데스리가,레버쿠젠,볼프스부르크,1,4,0,안방,AC
2020-05-27,분데스리가,프랑크푸르트,프라이부르크,3,3,0,안방,AC
2020-05-28,분데스리가,아우크스부르크,SC 파더보른,0,0,0,안방,AC
2020-05-28,분데스리가,우니온 베를린,마인츠,1,1,0,안방,AC
2020-05-28,분데스리가,포르투나 뒤셀도르프,샬케 04,2,1,1,안방,AC
2020-05-28,분데스리가,RB 라이프치히,헤르타 BSC,2,2,0,안방,AC
2020-05-28,분데스리가,호펜하임,FC 쾰른,3,1,1,안방,AC
2020-05-30,분데스리가,마인츠,호펜하임,0,1,0,안방,AC
2020-05-30,분데스리가,샬케 04,베르더 브레멘,0,1,0,안방,AC
2020-05-30,분데스리가,프라이부르크,레버쿠젠,0,1,0,안방,AC
2020-05-30,분데스리가,볼프스부르크,프랑크푸르트,1,2,0,안방,AC
2020-05-30,분데스리가,헤르타 BSC,아우크스부르크,2,0,1,안방,AC
2020-05-31,분데스리가,묀헨글라트바흐,우니온 베를린,4,1,1,안방,AC
2020-05-31,분데스리가,바이에른 뮌헨,포르투나 뒤셀도르프,5,0,1,안방,AC
2020-06-01,분데스리가,SC 파더보른,도르트문트,1,6,0,안방,AC
2020-06-02,분데스리가,FC 쾰른,RB 라이프치히,2,4,0,안방,AC
2020-06-04,분데스리가,베르더 브레멘,프랑크푸르트,0,3,0,안방,AC
2020-06-06,분데스리가,프랑크푸르트,마인츠,0,2,0,안방,AC
2020-06-06,분데스리가,프라이부르크,묀헨글라트바흐,1,0,1,안방,AC
2020-06-06,분데스리가,RB 라이프치히,SC 파더보른,1,1,0,안방,AC
2020-06-06,분데스리가,포르투나 뒤셀도르프,호펜하임,2,2,0,안방,AC
2020-06-06,분데스리가,레버쿠젠,바이에른 뮌헨,2,4,0,안방,AC
2020-06-07,분데스리가,베르더 브레멘,볼프스부르크,0,1,0,안방,AC
2020-06-07,분데스리가,도르트문트,헤르타 BSC,1,0,1,안방,AC
2020-06-07,분데스리가,우니온 베를린,샬케 04,1,1,0,안방,AC
2020-06-08,분데스리가,아우크스부르크,FC 쾰른,1,1,0,안방,AC
2020-06-13,분데스리가,포르투나 뒤셀도르프,도르트문트,0,1,0,안방,AC
2020-06-13,분데스리가,호펜하임,RB 라이프치히,0,2,0,안방,AC
2020-06-13,분데스리가,FC 쾰른,우니온 베를린,1,2,0,안방,AC
2020-06-13,분데스리가,헤르타 BSC,프랑크푸르트,1,4,0,안방,AC
2020-06-13,분데스리가,SC 파더보른,베르더 브레멘,1,5,0,안방,AC
2020-06-13,분데스리가,볼프스부르크,프라이부르크,2,2,0,안방,AC
2020-06-14,분데스리가,마인츠,아우크스부르크,0,1,0,안방,AC
2020-06-14,분데스리가,바이에른 뮌헨,묀헨글라트바흐,2,1,1,안방,AC
2020-06-15,분데스리가,샬케 04,레버쿠젠,1,1,0,안방,AC
2020-06-17,분데스리가,베르더 브레멘,바이에른 뮌헨,0,1,0,안방,AC
2020-06-17,분데스리가,우니온 베를린,SC 파더보른,1,0,1,안방,AC
2020-06-17,분데스리가,프라이부르크,헤르타 BSC,2,1,1,안방,AC
2020-06-17,분데스리가,묀헨글라트바흐,볼프스부르크,3,0,1,안방,AC
2020-06-18,분데스리가,도르트문트,마인츠,0,2,0,안방,AC
2020-06-18,분데스리가,아우크스부르크,호펜하임,1,3,0,안방,AC
2020-06-18,분데스리가,프랑크푸르트,샬케 04,2,1,1,안방,AC
2020-06-18,분데스리가,RB 라이프치히,포르투나 뒤셀도르프,2,2,0,안방,AC
2020-06-18,분데스리가,레버쿠젠,FC 쾰른,3,1,1,안방,AC
2020-06-20,분데스리가,RB 라이프치히,도르트문트,0,2,0,안방,AC
2020-06-20,분데스리가,FC 쾰른,프랑크푸르트,1,1,0,안방,AC
2020-06-20,분데스리가,포르투나 뒤셀도르프,아우크스부르크,1,1,0,안방,AC
2020-06-20,분데스리가,SC 파더보른,묀헨글라트바흐,1,3,0,안방,AC
2020-06-20,분데스리가,샬케 04,볼프스부르크,1,4,0,안방,AC
2020-06-20,분데스리가,헤르타 BSC,레버쿠젠,2,0,1,안방,AC
2020-06-20,분데스리가,마인츠,베르더 브레멘,3,1,1,안방,AC
2020-06-20,분데스리가,바이에른 뮌헨,프라이부르크,3,1,1,안방,AC
2020-06-20,분데스리가,호펜하임,우니온 베를린,4,0,1,안방,AC
2020-06-27,분데스리가,도르트문트,호펜하임,0,4,0,안방,AC
2020-06-27,분데스리가,볼프스부르크,바이에른 뮌헨,0,4,0,안방,AC
2020-06-27,분데스리가,레버쿠젠,마인츠,1,0,1,안방,AC
2020-06-27,분데스리가,아우크스부르크,RB 라이프치히,1,2,0,안방,AC
2020-06-27,분데스리가,묀헨글라트바흐,헤르타 BSC,2,1,1,안방,AC
2020-06-27,분데스리가,우니온 베를린,포르투나 뒤셀도르프,3,0,1,안방,AC
2020-06-27,분데스리가,프랑크푸르트,SC 파더보른,3,2,1,안방,AC
2020-06-27,분데스리가,프라이부르크,샬케 04,4,0,1,안방,AC
2020-06-27,분데스리가,베르더 브레멘,FC 쾰른,6,1,1,안방,AC
2019-08-02,세리에A,아탈란타,인터 밀란,0,2,0,안방,BC
2019-08-02,세리에A,브레시아 칼초,삼프도리아,1,1,0,안방,BC
2019-08-02,세리에A,유벤투스,AS 로마,1,3,0,안방,BC
2019-08-02,세리에A,AC 밀란,칼리아리,3,0,1,안방,BC
2019-08-02,세리에A,나폴리,라치오,3,1,1,안방,BC
2019-08-03,세리에A,사수올로,우디네세,0,1,0,안방,BC
2019-08-03,세리에A,볼로냐,토리노,1,1,0,안방,BC
2019-08-03,세리에A,스팔 2013,피오렌티나,1,3,0,안방,BC
2019-08-03,세리에A,제노아,베로나,3,0,1,안방,BC
2019-08-03,세리에A,레체,파르마 칼초,3,4,0,안방,BC
2019-08-25,세리에A,파르마 칼초,유벤투스,0,1,0,안방,BC
2019-08-25,세리에A,피오렌티나,나폴리,3,4,0,안방,BC
2019-08-26,세리에A,칼리아리,브레시아 칼초,0,1,0,안방,BC
2019-08-26,세리에A,삼프도리아,라치오,0,3,0,안방,BC
2019-08-26,세리에A,우디네세,AC 밀란,1,0,1,안방,BC
2019-08-26,세리에A,베로나,볼로냐,1,1,0,안방,BC
2019-08-26,세리에A,토리노,사수올로,2,1,1,안방,BC
2019-08-26,세리에A,스팔 2013,아탈란타,2,3,0,안방,BC
2019-08-26,세리에A,AS 로마,제노아,3,3,0,안방,BC
2019-08-27,세리에A,인터 밀란,레체,4,0,1,안방,BC
2019-08-31,세리에A,볼로냐,스팔 2013,1,0,1,안방,BC
2019-09-01,세리에A,AC 밀란,브레시아 칼초,1,0,1,안방,BC
2019-09-01,세리에A,유벤투스,나폴리,4,3,1,안방,BC
2019-09-02,세리에A,레체,베로나,0,1,0,안방,BC
2019-09-02,세리에A,라치오,AS 로마,1,1,0,안방,BC
2019-09-02,세리에A,칼리아리,인터 밀란,1,2,0,안방,BC
2019-09-02,세리에A,우디네세,파르마 칼초,1,3,0,안방,BC
2019-09-02,세리에A,제노아,피오렌티나,2,1,1,안방,BC
2019-09-02,세리에A,아탈란타,토리노,2,3,0,안방,BC
2019-09-02,세리에A,사수올로,삼프도리아,4,1,1,안방,BC
2019-09-14,세리에A,피오렌티나,유벤투스,0,0,0,안방,BC
2019-09-15,세리에A,인터 밀란,우디네세,1,0,1,안방,BC
2019-09-15,세리에A,제노아,아탈란타,1,2,0,안방,BC
2019-09-15,세리에A,파르마 칼초,칼리아리,1,3,0,안방,BC
2019-09-15,세리에A,나폴리,삼프도리아,2,0,1,안방,BC
2019-09-15,세리에A,스팔 2013,라치오,2,1,1,안방,BC
2019-09-15,세리에A,브레시아 칼초,볼로냐,3,4,0,안방,BC
2019-09-16,세리에A,베로나,AC 밀란,0,1,0,안방,BC
2019-09-16,세리에A,AS 로마,사수올로,4,2,1,안방,BC
2019-09-17,세리에A,토리노,레체,1,2,0,안방,BC
2019-09-21,세리에A,우디네세,브레시아 칼초,0,1,0,안방,BC
2019-09-21,세리에A,칼리아리,제노아,3,1,1,안방,BC
2019-09-22,세리에A,AC 밀란,인터 밀란,0,2,0,안방,BC
2019-09-22,세리에A,삼프도리아,토리노,1,0,1,안방,BC
2019-09-22,세리에A,볼로냐,AS 로마,1,2,0,안방,BC
2019-09-22,세리에A,레체,나폴리,1,4,0,안방,BC
2019-09-22,세리에A,유벤투스,베로나,2,1,1,안방,BC
2019-09-22,세리에A,사수올로,스팔 2013,3,0,1,안방,BC
2019-09-23,세리에A,라치오,파르마 칼초,2,0,1,안방,BC
2019-09-23,세리에A,아탈란타,피오렌티나,2,2,0,안방,BC
2019-09-25,세리에A,베로나,우디네세,0,0,0,안방,BC
2019-09-25,세리에A,브레시아 칼초,유벤투스,1,2,0,안방,BC
2019-09-26,세리에A,제노아,볼로냐,0,0,0,안방,BC
2019-09-26,세리에A,나폴리,칼리아리,0,1,0,안방,BC
2019-09-26,세리에A,AS 로마,아탈란타,0,2,0,안방,BC
2019-09-26,세리에A,인터 밀란,라치오,1,0,1,안방,BC
2019-09-26,세리에A,파르마 칼초,사수올로,1,0,1,안방,BC
2019-09-26,세리에A,스팔 2013,레체,1,3,0,안방,BC
2019-09-26,세리에A,피오렌티나,삼프도리아,2,1,1,안방,BC
2019-09-27,세리에A,토리노,AC 밀란,2,1,1,안방,BC
2019-09-28,세리에A,유벤투스,스팔 2013,2,0,1,안방,BC
2019-09-29,세리에A,레체,AS 로마,0,1,0,안방,BC
2019-09-29,세리에A,우디네세,볼로냐,1,0,1,안방,BC
2019-09-29,세리에A,삼프도리아,인터 밀란,1,3,0,안방,BC
2019-09-29,세리에A,사수올로,아탈란타,1,4,0,안방,BC
2019-09-29,세리에A,나폴리,브레시아 칼초,2,1,1,안방,BC
2019-09-29,세리에A,라치오,제노아,4,0,1,안방,BC
2019-09-30,세리에A,브레시아 칼초,피오렌티나,0,0,0,안방,BC
2019-09-30,세리에A,삼프도리아,AS 로마,0,0,0,안방,BC
2019-09-30,세리에A,토리노,나폴리,0,0,0,안방,BC
2019-09-30,세리에A,베로나,사수올로,0,1,0,안방,BC
2019-09-30,세리에A,파르마 칼초,베로나,0,1,0,안방,BC
2019-09-30,세리에A,우디네세,AS 로마,0,4,0,안방,BC
2019-09-30,세리에A,스팔 2013,파르마 칼초,1,0,1,안방,BC
2019-09-30,세리에A,우디네세,토리노,1,0,1,안방,BC
2019-09-30,세리에A,피오렌티나,우디네세,1,0,1,안방,BC
2019-09-30,세리에A,AS 로마,칼리아리,1,1,0,안방,BC
2019-09-30,세리에A,레체,유벤투스,1,1,0,안방,BC
2019-09-30,세리에A,삼프도리아,레체,1,1,0,안방,BC
2019-09-30,세리에A,스팔 2013,나폴리,1,1,0,안방,BC
2019-09-30,세리에A,칼리아리,베로나,1,1,0,안방,BC
2019-09-30,세리에A,토리노,칼리아리,1,1,0,안방,BC
2019-09-30,세리에A,브레시아 칼초,인터 밀란,1,2,0,안방,BC
2019-09-30,세리에A,사수올로,피오렌티나,1,2,0,안방,BC
2019-09-30,세리에A,인터 밀란,유벤투스,1,2,0,안방,BC
2019-09-30,세리에A,제노아,AC 밀란,1,2,0,안방,BC
2019-09-30,세리에A,피오렌티나,라치오,1,2,0,안방,BC
2019-09-30,세리에A,AC 밀란,피오렌티나,1,3,0,안방,BC
2019-09-30,세리에A,나폴리,베로나,2,0,1,안방,BC
2019-09-30,세리에A,베로나,삼프도리아,2,0,1,안방,BC
2019-09-30,세리에A,칼리아리,스팔 2013,2,0,1,안방,BC
2019-09-30,세리에A,AS 로마,AC 밀란,2,1,1,안방,BC
2019-09-30,세리에A,볼로냐,삼프도리아,2,1,1,안방,BC
2019-09-30,세리에A,유벤투스,볼로냐,2,1,1,안방,BC
2019-09-30,세리에A,유벤투스,제노아,2,1,1,안방,BC
2019-09-30,세리에A,AC 밀란,레체,2,2,0,안방,BC
2019-09-30,세리에A,나폴리,아탈란타,2,2,0,안방,BC
2019-09-30,세리에A,볼로냐,라치오,2,2,0,안방,BC
2019-09-30,세리에A,인터 밀란,파르마 칼초,2,2,0,안방,BC
2019-09-30,세리에A,아탈란타,레체,3,1,1,안방,BC
2019-09-30,세리에A,제노아,브레시아 칼초,3,1,1,안방,BC
2019-09-30,세리에A,칼리아리,볼로냐,3,2,1,안방,BC
2019-09-30,세리에A,파르마 칼초,토리노,3,2,1,안방,BC
2019-09-30,세리에A,라치오,아탈란타,3,3,0,안방,BC
2019-09-30,세리에A,사수올로,인터 밀란,3,4,0,안방,BC
2019-09-30,세리에A,라치오,토리노,4,0,1,안방,BC
2019-09-30,세리에A,파르마 칼초,제노아,5,1,1,안방,BC
2019-09-30,세리에A,아탈란타,우디네세,7,1,1,안방,BC
2019-10-31,세리에A,나폴리,제노아,0,0,0,안방,BC
2019-10-31,세리에A,삼프도리아,아탈란타,0,0,0,안방,BC
2019-10-31,세리에A,우디네세,스팔 2013,0,0,0,안방,BC
2019-10-31,세리에A,스팔 2013,삼프도리아,0,1,0,안방,BC
2019-10-31,세리에A,토리노,유벤투스,0,1,0,안방,BC
2019-10-31,세리에A,아탈란타,칼리아리,0,2,0,안방,BC
2019-10-31,세리에A,브레시아 칼초,아탈란타,0,3,0,안방,BC
2019-10-31,세리에A,토리노,인터 밀란,0,3,0,안방,BC
2019-10-31,세리에A,브레시아 칼초,토리노,0,4,0,안방,BC
2019-10-31,세리에A,AC 밀란,스팔 2013,1,0,1,안방,BC
2019-10-31,세리에A,베로나,피오렌티나,1,0,1,안방,BC
2019-10-31,세리에A,유벤투스,AC 밀란,1,0,1,안방,BC
2019-10-31,세리에A,AC 밀란,나폴리,1,1,0,안방,BC
2019-10-31,세리에A,스팔 2013,제노아,1,1,0,안방,BC
2019-10-31,세리에A,피오렌티나,파르마 칼초,1,1,0,안방,BC
2019-10-31,세리에A,AC 밀란,라치오,1,2,0,안방,BC
2019-10-31,세리에A,볼로냐,인터 밀란,1,2,0,안방,BC
2019-10-31,세리에A,사수올로,라치오,1,2,0,안방,BC
2019-10-31,세리에A,아탈란타,유벤투스,1,3,0,안방,BC
2019-10-31,세리에A,제노아,우디네세,1,3,0,안방,BC
2019-10-31,세리에A,파르마 칼초,AS 로마,2,0,1,안방,BC
2019-10-31,세리에A,AS 로마,나폴리,2,1,1,안방,BC
2019-10-31,세리에A,베로나,브레시아 칼초,2,1,1,안방,BC
2019-10-31,세리에A,삼프도리아,우디네세,2,1,1,안방,BC
2019-10-31,세리에A,인터 밀란,베로나,2,1,1,안방,BC
2019-10-31,세리에A,레체,사수올로,2,2,0,안방,BC
2019-10-31,세리에A,레체,칼리아리,2,2,0,안방,BC
2019-10-31,세리에A,볼로냐,파르마 칼초,2,2,0,안방,BC
2019-10-31,세리에A,AS 로마,브레시아 칼초,3,0,1,안방,BC
2019-10-31,세리에A,사수올로,볼로냐,3,1,1,안방,BC
2019-10-31,세리에A,라치오,레체,4,2,1,안방,BC
2019-10-31,세리에A,칼리아리,피오렌티나,5,2,1,안방,BC
2019-11-30,세리에A,AC 밀란,사수올로,0,0,0,안방,BC
2019-11-30,세리에A,인터 밀란,AS 로마,0,0,0,안방,BC
2019-11-30,세리에A,삼프도리아,파르마 칼초,0,1,0,안방,BC
2019-11-30,세리에A,스팔 2013,브레시아 칼초,0,1,0,안방,BC
2019-11-30,세리에A,제노아,삼프도리아,0,1,0,안방,BC
2019-11-30,세리에A,제노아,토리노,0,1,0,안방,BC
2019-11-30,세리에A,파르마 칼초,AC 밀란,0,1,0,안방,BC
2019-11-30,세리에A,피오렌티나,레체,0,1,0,안방,BC
2019-11-30,세리에A,브레시아 칼초,사수올로,0,2,0,안방,BC
2019-11-30,세리에A,우디네세,나폴리,1,1,0,안방,BC
2019-11-30,세리에A,파르마 칼초,브레시아 칼초,1,1,0,안방,BC
2019-11-30,세리에A,피오렌티나,인터 밀란,1,1,0,안방,BC
2019-11-30,세리에A,나폴리,볼로냐,1,2,0,안방,BC
2019-11-30,세리에A,나폴리,파르마 칼초,1,2,0,안방,BC
2019-11-30,세리에A,사수올로,나폴리,1,2,0,안방,BC
2019-11-30,세리에A,삼프도리아,유벤투스,1,2,0,안방,BC
2019-11-30,세리에A,칼리아리,라치오,1,2,0,안방,BC
2019-11-30,세리에A,토리노,스팔 2013,1,2,0,안방,BC
2019-11-30,세리에A,베로나,AS 로마,1,3,0,안방,BC
2019-11-30,세리에A,피오렌티나,AS 로마,1,4,0,안방,BC
2019-11-30,세리에A,볼로냐,아탈란타,2,1,1,안방,BC
2019-11-30,세리에A,우디네세,칼리아리,2,1,1,안방,BC
2019-11-30,세리에A,인터 밀란,스팔 2013,2,1,1,안방,BC
2019-11-30,세리에A,토리노,피오렌티나,2,1,1,안방,BC
2019-11-30,세리에A,레체,제노아,2,2,0,안방,BC
2019-11-30,세리에A,사수올로,칼리아리,2,2,0,안방,BC
2019-11-30,세리에A,유벤투스,사수올로,2,2,0,안방,BC
2019-11-30,세리에A,레체,볼로냐,2,3,0,안방,BC
2019-11-30,세리에A,볼로냐,AC 밀란,2,3,0,안방,BC
2019-11-30,세리에A,라치오,우디네세,3,0,1,안방,BC
2019-11-30,세리에A,브레시아 칼초,레체,3,0,1,안방,BC
2019-11-30,세리에A,AS 로마,스팔 2013,3,1,1,안방,BC
2019-11-30,세리에A,라치오,유벤투스,3,1,1,안방,BC
2019-11-30,세리에A,유벤투스,우디네세,3,1,1,안방,BC
2019-11-30,세리에A,아탈란타,베로나,3,2,1,안방,BC
2019-11-30,세리에A,베로나,토리노,3,3,0,안방,BC
2019-11-30,세리에A,인터 밀란,제노아,4,0,1,안방,BC
2019-11-30,세리에A,칼리아리,삼프도리아,4,3,1,안방,BC
2019-11-30,세리에A,아탈란타,AC 밀란,5,0,1,안방,BC
2020-01-05,세리에A,스팔 2013,베로나,0,2,0,안방,BC
2020-01-05,세리에A,브레시아 칼초,라치오,1,2,0,안방,BC
2020-01-06,세리에A,AC 밀란,삼프도리아,0,0,0,안방,BC
2020-01-06,세리에A,AS 로마,토리노,0,2,0,안방,BC
2020-01-06,세리에A,볼로냐,피오렌티나,1,1,0,안방,BC
2020-01-06,세리에A,제노아,사수올로,2,1,1,안방,BC
2020-01-06,세리에A,유벤투스,칼리아리,4,0,1,안방,BC
2020-01-06,세리에A,아탈란타,파르마 칼초,5,0,1,안방,BC
2020-01-07,세리에A,레체,우디네세,0,1,0,안방,BC
2020-01-07,세리에A,나폴리,인터 밀란,1,3,0,안방,BC
2020-01-11,세리에A,칼리아리,AC 밀란,0,2,0,안방,BC
2020-01-12,세리에A,라치오,나폴리,1,0,1,안방,BC
2020-01-12,세리에A,토리노,볼로냐,1,0,1,안방,BC
2020-01-12,세리에A,피오렌티나,스팔 2013,1,0,1,안방,BC
2020-01-12,세리에A,인터 밀란,아탈란타,1,1,0,안방,BC
2020-01-12,세리에A,우디네세,사수올로,3,0,1,안방,BC
2020-01-12,세리에A,삼프도리아,브레시아 칼초,5,1,1,안방,BC
2020-01-13,세리에A,AS 로마,유벤투스,1,2,0,안방,BC
2020-01-13,세리에A,베로나,제노아,2,1,1,안방,BC
2020-01-14,세리에A,파르마 칼초,레체,2,0,1,안방,BC
2020-01-18,세리에A,라치오,삼프도리아,5,1,1,안방,BC
2020-01-19,세리에A,나폴리,피오렌티나,0,2,0,안방,BC
2020-01-19,세리에A,레체,인터 밀란,1,1,0,안방,BC
2020-01-19,세리에A,볼로냐,베로나,1,1,0,안방,BC
2020-01-19,세리에A,사수올로,토리노,2,1,1,안방,BC
2020-01-19,세리에A,브레시아 칼초,칼리아리,2,2,0,안방,BC
2020-01-19,세리에A,AC 밀란,우디네세,3,2,1,안방,BC
2020-01-20,세리에A,제노아,AS 로마,1,3,0,안방,BC
2020-01-20,세리에A,유벤투스,파르마 칼초,2,1,1,안방,BC
2020-01-21,세리에A,아탈란타,스팔 2013,1,2,0,안방,BC
2020-01-25,세리에A,브레시아 칼초,AC 밀란,0,1,0,안방,BC
2020-01-25,세리에A,스팔 2013,볼로냐,1,3,0,안방,BC
2020-01-26,세리에A,삼프도리아,사수올로,0,0,0,안방,BC
2020-01-26,세리에A,피오렌티나,제노아,0,0,0,안방,BC
2020-01-26,세리에A,토리노,아탈란타,0,7,0,안방,BC
2020-01-26,세리에A,인터 밀란,칼리아리,1,1,0,안방,BC
2020-01-26,세리에A,파르마 칼초,우디네세,2,0,1,안방,BC
2020-01-26,세리에A,베로나,레체,3,0,1,안방,BC
2020-01-27,세리에A,AS 로마,라치오,1,1,0,안방,BC
2020-01-27,세리에A,나폴리,유벤투스,2,1,1,안방,BC
