"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2020-08-11","71.5","2.42","6.03","Hyun Jin Ryu",465041,547943,"null","ball",,,,,"13","null","R","R","L","TOR","MIA","B","null","null",0,0,2020,"-1.1","-0.9","-0.95","2.48","null","null","null",2,4,"Top","null","null",,,"643376",,"null",-4.848627131027938,-104.02054689832025,2.143465987301542,-6.863049783658438,17.84581111180883,-39.63868123107625,"3.36","1.63","null","null","null","71.5","2477","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.13","null","null","null","null","null","null","null",26,"1","Curveball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2020-08-11","79.8","2.73","5.67","Hyun Jin Ryu",605119,547943,"field_out","hit_into_play",,,,,"14","Brian Anderson grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr. ","R","R","L","TOR","MIA","X",6,"ground_ball",1,1,2020,"0.8","0.6","1.07","1.93","null","null","null",1,4,"Top","105.95","160.43",,,"643376",,"null",-5.257067120915087,-116.06568928539713,-2.639692904127484,8.575930108461929,23.210860587650334,-26.28272894521237,"3.44","1.60","67","68.8","6","80.0","1443","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.86","0.179","0.161","0.00",1,0,0,2,25,"3","Changeup",0,1,1,0,1,0,1,0,"Standard","Standard"
"FC","2020-08-11","85.9","2.54","5.91","Hyun Jin Ryu",605119,547943,"null","ball",,,,,"12","null","R","R","L","TOR","MIA","B","null","null",0,1,2020,"-0.2","0.7","0.33","4.15","null","null","null",1,4,"Top","null","null",,,"643376",,"null",-4.898655001005062,-125.17842772083287,0.5418793563709993,-1.0324535379562214,22.06397875639817,-24.810246721842407,"3.44","1.60","null","null","null","86.7","1983","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.06","null","null","null","null","null","null","null",25,"2","Cutter",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","91.0","2.50","5.77","Hyun Jin Ryu",605119,547943,"null","foul",,,,,"2","null","R","R","L","TOR","MIA","S","null","null",0,0,2020,"0.9","1.0","-0.17","2.89","null","null","null",1,4,"Top","null","null",,,"643376",,"null",-8.564058500325613,-132.29263109532417,-3.539379613117527,11.912253905068322,27.685701986029805,-19.538916330255272,"3.44","1.60","214","72.4","27","91.4","2032","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.94","null","null","null","null","null","null","null",25,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2020-08-11","81.5","2.77","5.71","Hyun Jin Ryu",572816,547943,"field_out","hit_into_play",,,,,"8","Corey Dickerson flies out to left fielder Lourdes Gurriel Jr. ","R","L","L","TOR","MIA","X",7,"fly_ball",3,2,2020,"1.0","0.5","0.06","1.81","null","null","null",0,4,"Top","68.90","78.60",,,"643376",,"null",-8.052805427017697,-118.45178105131218,-3.243268211615714,10.984830853968935,22.074721088932144,-26.591781086928417,"3.39","1.55","316","91.3","40","81.8","1525","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.00","0.007","0.006","0.00",1,0,0,3,24,"10","Changeup",0,1,1,0,1,0,1,0,"Strategic","Strategic"
"FF","2020-08-11","91.7","2.54","5.71","Hyun Jin Ryu",572816,547943,"null","foul",,,,,"1","null","R","L","L","TOR","MIA","S","null","null",3,2,2020,"0.7","1.4","-0.28","2.84","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-8.686175123491298,-133.23400929823782,-4.3610933572375705,10.27405765345513,28.511096697710016,-15.080281002049142,"3.39","1.55","216","72.6","48","92.0","1991","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.94","null","null","null","null","null","null","null",24,"9","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Strategic"
"FF","2020-08-11","91.5","2.52","5.79","Hyun Jin Ryu",572816,547943,"null","foul",,,,,"2","null","R","L","L","TOR","MIA","S","null","null",3,2,2020,"0.5","1.0","-0.19","3.40","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-8.000838998013007,-133.04612013229365,-2.453427217712093,7.7529495299942806,26.768260451510073,-19.350464144230056,"3.39","1.55","284","83.8","38","92.3","1928","6.7",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.84","null","null","null","null","null","null","null",24,"8","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Strategic"
"FC","2020-08-11","88.6","2.39","5.81","Hyun Jin Ryu",572816,547943,"null","ball",,,,,"13","null","R","L","L","TOR","MIA","B","null","null",2,2,2020,"-0.1","0.7","-0.56","0.42","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-6.971232559990038,-128.72276169476447,-8.730690069405547,-0.23162864294368943,22.52115488114837,-22.547995933679733,"3.39","1.55","null","null","null","89.4","2051","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.96","null","null","null","null","null","null","null",24,"7","Cutter",0,1,1,0,1,0,1,0,"Standard","Strategic"
"CH","2020-08-11","79.9","2.59","5.73","Hyun Jin Ryu",572816,547943,"null","ball",,,,,"13","null","R","L","L","TOR","MIA","B","null","null",1,2,2020,"0.6","0.7","-1.42","1.71","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-10.04228662043309,-115.99495669671562,-3.4371069118131996,7.481171693963759,21.08095550644529,-25.510273519004688,"3.39","1.55","null","null","null","80.3","1489","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.88","null","null","null","null","null","null","null",24,"6","Changeup",0,1,1,0,1,0,1,0,"Standard","Strategic"
"FF","2020-08-11","91.9","2.40","5.82","Hyun Jin Ryu",572816,547943,"null","foul",,,,,"3","null","R","L","L","TOR","MIA","S","null","null",1,2,2020,"0.8","1.0","0.33","3.41","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-6.94862645982061,-133.77834852742507,-2.534760085807405,10.622646836585027,25.630411573575536,-19.58603489401136,"3.39","1.55","238","77.8","26","92.8","1999","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.96","null","null","null","null","null","null","null",24,"5","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Strategic"
"FF","2020-08-11","91.0","2.36","5.88","Hyun Jin Ryu",572816,547943,"null","ball",,,,,"1","null","R","L","L","TOR","MIA","B","null","null",0,2,2020,"0.8","1.0","-0.70","3.09","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-9.333166301162679,-132.33363013206431,-3.25896697788676,10.736463979712894,25.721660501430698,-20.005245843630526,"3.39","1.55","null","null","null","91.7","1999","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.97","null","null","null","null","null","null","null",24,"4","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Strategic"
"CU","2020-08-11","74.0","2.25","6.20","Hyun Jin Ryu",572816,547943,"null","foul",,,,,"13","null","R","L","L","TOR","MIA","S","null","null",0,2,2020,"-1.1","-1.0","-0.90","2.08","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-4.556899778760221,-107.71660593428935,0.6957515592235004,-7.517404542211582,19.08483683589456,-40.64893970316351,"3.39","1.55","null","null","null","73.9","2707","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.23","null","null","null","null","null","null","null",24,"3","Curveball",0,1,1,0,1,0,1,0,"Standard","Strategic"
"FF","2020-08-11","90.7","2.40","6.01","Hyun Jin Ryu",572816,547943,"null","called_strike",,,,,"2","null","R","L","L","TOR","MIA","S","null","null",0,1,2020,"0.8","1.0","0.14","3.39","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-7.28476815948999,-131.9149429029574,-2.8770519852474017,10.442052267986682,26.36648400262675,-19.67090569149093,"3.39","1.55","null","null","null","91.1","1959","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.07","null","null","null","null","null","null","null",24,"2","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Strategic"
"FF","2020-08-11","89.3","2.42","5.95","Hyun Jin Ryu",572816,547943,"null","called_strike",,,,,"4","null","R","L","L","TOR","MIA","S","null","null",0,0,2020,"0.5","0.9","-0.53","2.39","null","null","null",0,4,"Top","null","null",,,"643376",,"null",-8.281042206532153,-129.72473076303223,-4.731349273848988,7.14411988938485,26.341630804814546,-20.78503241561296,"3.39","1.55","null","null","null","89.5","1893","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.06","null","null","null","null","null","null","null",24,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"FF","2020-08-11","90.1","2.53","5.80","Hyun Jin Ryu",542583,547943,"grounded_into_double_play","hit_into_play",,,,,"5","Jesus Aguilar grounds into a double play, shortstop Bo Bichette to second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.  Jon Berti out at 2nd.    Jesus Aguilar out at 1st.  ","R","R","L","TOR","MIA","X",6,"ground_ball",0,1,2020,"0.8","1.0","-0.26","2.41","null",542340,542932,1,3,"Top","114.57","160.47",,,"643376",,"null",-8.575389816280653,-130.99868163974656,-4.778854545621936,10.352390437140265,23.006489409268905,-19.26353584880823,"3.55","1.73","17","86.9","-7","90.9","1987","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.03","0.193","0.182","0.00",1,0,0,2,20,"2","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","89.1","2.57","5.79","Hyun Jin Ryu",542583,547943,"null","called_strike",,,,,"6","null","R","R","L","TOR","MIA","S","null","null",0,0,2020,"0.8","0.5","0.66","2.84","null",542340,542932,1,3,"Top","null","null",,,"643376",,"null",-6.497706043721824,-129.81879332649322,-2.413136281915614,10.832071788082466,22.938780925213354,-25.99971826788276,"3.55","1.73","null","null","null","89.9","1875","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.11","null","null","null","null","null","null","null",20,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"FF","2020-08-11","88.6","2.53","5.83","Hyun Jin Ryu",542932,547943,"field_error","hit_into_play_no_out",,,,,"2","Jon Berti reaches on a fielding error by shortstop Bo Bichette.   Jonathan Villar to 2nd.  ","R","R","L","TOR","MIA","X",6,"ground_ball",0,0,2020,"0.6","1.0","-0.06","3.02","null","null",542340,1,3,"Top","110.59","159.67",,,"643376",,"null",-7.5939630096410475,-128.88973541239216,-3.016786975831779,8.145362729396266,25.427019811747453,-20.105651244020958,"3.20","1.48","129","94.0","8","89.2","1933","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.93","0.593","0.534","0.90",1,0,0,4,19,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","90.0","2.47","5.86","Hyun Jin Ryu",542340,547943,"single","hit_into_play_no_out",,,,,"6","Jonathan Villar singles on a ground ball to shortstop Bo Bichette.  ","R","R","L","TOR","MIA","X",6,"ground_ball",0,0,2020,"0.5","1.1","0.34","2.77","null","null","null",1,3,"Top","109.01","161.26",,,"643376",,"null",-6.344576029665995,-130.96371612697283,-3.992723013965608,6.836592433993732,24.85760740476181,-19.33401875053829,"3.41","1.67","117","102.3","7","90.6","2041","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.07","0.643","0.579","0.90",1,1,0,4,18,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","91.8","2.60","5.81","Hyun Jin Ryu",656509,547943,"strikeout","foul_tip",,,,,"2","Monte Harrison strikes out on a foul tip.  ","R","R","L","TOR","MIA","S",2,"null",2,2,2020,"0.7","1.0","-0.14","3.09","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-8.404896405437183,-133.60579461275623,-3.33888070834479,9.613894612308032,24.902314200887016,-19.23574478407513,"3.49","1.60","null","null","null","92.7","1999","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.99","null","null","0.00",1,0,0,"null",17,"7","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2020-08-11","81.2","2.67","5.79","Hyun Jin Ryu",656509,547943,"null","ball",,,,,"14","null","R","R","L","TOR","MIA","B","null","null",1,2,2020,"1.1","0.4","1.05","1.11","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-5.739049221063922,-118.16354940683166,-4.630776598324076,11.317116971839917,21.54387729201101,-27.97992110140303,"3.49","1.60","null","null","null","81.7","1473","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.98","null","null","null","null","null","null","null",17,"6","Changeup",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","89.7","2.49","5.84","Hyun Jin Ryu",656509,547943,"null","foul",,,,,"4","null","R","R","L","TOR","MIA","S","null","null",1,2,2020,"0.6","1.0","-0.43","2.64","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-8.521405356768867,-130.42828956936853,-4.0947162110785476,8.542456126514919,23.83912871812152,-20.161817722956524,"3.49","1.60","null","null","null","90.3","1895","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.07","null","null","null","null","null","null","null",17,"5","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CU","2020-08-11","74.1","2.16","6.16","Hyun Jin Ryu",656509,547943,"null","foul",,,,,"13","null","R","R","L","TOR","MIA","S","null","null",1,2,2020,"-1.2","-1.1","-0.99","2.04","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-4.345612116092704,-107.80493123832586,0.9098639523440404,-8.369159796617883,20.933209527825618,-41.41766729310979,"3.49","1.60","null","null","null","73.8","2586","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.17","null","null","null","null","null","null","null",17,"4","Curveball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","89.8","2.29","5.98","Hyun Jin Ryu",656509,547943,"null","swinging_strike",,,,,"11","null","R","R","L","TOR","MIA","S","null","null",1,1,2020,"0.7","1.0","-0.01","3.85","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-7.249337496896967,-130.63706327976595,-1.4369341198255623,9.818314035548024,26.738379613663977,-20.48973549000393,"3.49","1.60","null","null","null","89.9","1964","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.20","null","null","null","null","null","null","null",17,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FC","2020-08-11","85.7","2.26","6.11","Hyun Jin Ryu",656509,547943,"null","called_strike",,,,,"11","null","R","R","L","TOR","MIA","S","null","null",1,0,2020,"-0.2","0.8","-0.03","4.54","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-5.109653835447117,-124.9570744852999,0.8012522085966407,-0.8087648996902529,20.394983366987024,-23.911051432939868,"3.49","1.60","null","null","null","86.5","2015","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.21","null","null","null","null","null","null","null",17,"2","Cutter",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","89.5","2.52","5.89","Hyun Jin Ryu",656509,547943,"null","ball",,,,,"13","null","R","R","L","TOR","MIA","B","null","null",0,0,2020,"0.7","1.1","-0.87","2.21","null","null","null",0,3,"Top","null","null",,,"643376",,"null",-9.900309684339208,-130.00571642347435,-5.494776660215217,10.166084653817961,26.259018238944105,-18.311589059714624,"3.49","1.60","null","null","null","89.9","2004","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.93","null","null","null","null","null","null","null",17,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"CH","2020-08-11","80.3","2.61","5.83","Hyun Jin Ryu",523253,547943,"strikeout","swinging_strike",,,,,"14","Logan Forsythe strikes out swinging.  ","R","R","L","TOR","MIA","S",2,"null",0,2,2020,"1.0","0.6","1.52","1.67","null","null","null",2,2,"Top","null","null",,,"643376",,"null",-4.317152927503521,-116.91819137170206,-3.6332599681188955,9.873291766090782,21.464405857519534,-26.364880828190834,"3.41","1.56","null","null","null","80.6","1565","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.07","null","null","0.00",1,0,0,"null",12,"3","Changeup",0,1,1,0,1,0,1,0,"Standard","Standard"
"FC","2020-08-11","87.5","2.37","6.01","Hyun Jin Ryu",523253,547943,"null","called_strike",,,,,"2","null","R","R","L","TOR","MIA","S","null","null",0,1,2020,"0.0","0.9","0.11","3.14","null","null","null",2,2,"Top","null","null",,,"643376",,"null",-5.430524787373954,-127.38783825317208,-2.629507634431616,0.8537083984571829,23.344460350068122,-22.505709756543666,"3.41","1.56","null","null","null","88.1","1938","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.08","null","null","null","null","null","null","null",12,"2","Cutter",0,1,1,0,1,0,1,0,"Standard","Standard"
"CU","2020-08-11","70.2","2.35","6.08","Hyun Jin Ryu",523253,547943,"null","called_strike",,,,,"12","null","R","R","L","TOR","MIA","S","null","null",0,0,2020,"-1.0","-0.9","0.85","2.80","null","null","null",2,2,"Top","null","null",,,"643376",,"null",-1.2219778770005651,-102.18737219524837,2.8168316452141915,-6.883178679146722,17.379388683046596,-39.15709248789211,"3.41","1.56","null","null","null","70.2","2461","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.17","null","null","null","null","null","null","null",12,"1","Curveball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","89.8","2.46","5.86","Hyun Jin Ryu",621446,547943,"strikeout","foul_tip",,,,,"12","Lewis Brinson strikes out on a foul tip.  ","R","R","L","TOR","MIA","S",2,"null",0,2,2020,"0.8","0.9","0.27","3.92","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-7.144967204834382,-130.68472584096986,-0.6207210577641732,10.794176014206824,27.620302340944743,-22.45638605628853,"3.58","1.68","null","null","null","89.9","1913","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.16","null","null","0.00",1,0,0,"null",11,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"FF","2020-08-11","90.2","2.53","5.86","Hyun Jin Ryu",621446,547943,"null","foul",,,,,"12","null","R","R","L","TOR","MIA","S","null","null",0,1,2020,"0.5","1.1","0.92","2.67","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-5.123812375321221,-131.2744137850413,-4.343409361974052,7.066212776780533,25.56926136133315,-18.877735872602596,"3.58","1.68","209","74.0","26","90.6","1971","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.12","null","null","null","null","null","null","null",11,"2","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"FF","2020-08-11","90.1","2.56","5.81","Hyun Jin Ryu",621446,547943,"null","swinging_strike",,,,,"12","null","R","R","L","TOR","MIA","S","null","null",0,0,2020,"0.8","1.1","0.93","3.03","null","null","null",1,2,"Top","null","null",,,"643376",,"null",-5.789637958395275,-131.1218839690721,-3.3261321395072194,10.569217735292792,26.895888460208372,-18.85826238818642,"3.58","1.68","null","null","null","90.6","2075","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.98","null","null","null","null","null","null","null",11,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"FC","2020-08-11","85.8","2.49","5.95","Hyun Jin Ryu",465041,547943,"field_out","hit_into_play",,,,,"9","Francisco Cervelli pops out to first baseman Vladimir Guerrero Jr.  in foul territory.  ","R","R","L","TOR","MIA","X",3,"popup",1,0,2020,"-0.1","0.5","0.39","2.04","null","null","null",0,2,"Top","176.53","169.21",,,"643376",,"null",-4.728422329043416,-125.07748656897287,-4.122846558717176,-0.5885436978093674,19.33836038727418,-26.494480564781178,"3.36","1.63","177","90.1","63","86.9","1975","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.13","0.014","0.016","0.00",1,0,0,3,10,"2","Cutter",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2020-08-11","89.1","2.61","5.82","Hyun Jin Ryu",465041,547943,"null","ball",,,,,"12","null","R","R","L","TOR","MIA","B","null","null",0,0,2020,"0.8","1.0","1.04","3.85","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-5.544753948136658,-129.73448714088,-0.9434793083107649,10.112195270385413,23.463554703821575,-20.987958713423406,"3.36","1.63","null","null","null","90.0","1965","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.02","null","null","null","null","null","null","null",10,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2020-08-11","80.5","2.65","5.82","Hyun Jin Ryu",605119,547943,"home_run","hit_into_play_score",,,,,"5","Brian Anderson homers (3) on a line drive to left field.  ","R","R","L","TOR","MIA","X","null","line_drive",3,2,2020,"0.9","0.6","0.12","2.23","null","null","null",0,2,"Top","28.39","78.82",,,"643376",,"null",-7.381421311696571,-117.08724736461099,-2.5553390280870834,9.832434067855925,20.697549955369055,-25.943814229556438,"3.44","1.60","364","102.5","24","80.9","1686","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.06","0.807","1.217","2.00",1,0,3,6,9,"6","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CH","2020-08-11","80.3","2.63","5.84","Hyun Jin Ryu",605119,547943,"null","called_strike",,,,,"3","null","R","R","L","TOR","MIA","S","null","null",3,1,2020,"0.9","0.6","0.37","2.89","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-6.826258049776115,-116.83972860148735,-1.0560651691631262,9.878065221073985,20.53292405673796,-26.432241355237345,"3.44","1.60","null","null","null","80.8","1740","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.99","null","null","null","null","null","null","null",9,"5","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2020-08-11","87.7","2.44","6.01","Hyun Jin Ryu",605119,547943,"null","ball",,,,,"13","null","R","R","L","TOR","MIA","B","null","null",2,1,2020,"-0.1","0.6","-1.19","2.06","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-8.62602057986998,-127.62493416366407,-4.798246869777657,0.4163805107421169,19.829131166979753,-25.057346506128027,"3.44","1.60","null","null","null","88.7","1973","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.11","null","null","null","null","null","null","null",9,"4","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-11","79.3","2.67","5.84","Hyun Jin Ryu",605119,547943,"null","swinging_strike",,,,,"7","null","R","R","L","TOR","MIA","S","null","null",2,0,2020,"0.7","0.8","-0.38","1.96","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-8.036634719444457,-115.30848677113318,-3.299937110528266,7.806278372553351,18.678985655032992,-24.479853709035176,"3.44","1.60","null","null","null","79.8","1657","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.09","null","null","null","null","null","null","null",9,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-11","80.1","2.72","5.78","Hyun Jin Ryu",605119,547943,"null","ball",,,,,"14","null","R","R","L","TOR","MIA","B","null","null",1,0,2020,"1.0","0.8","1.16","2.50","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-5.338864381573378,-116.5922002234098,-2.1435733016290914,10.136913196301345,21.233610484628077,-24.393207662019382,"3.44","1.60","null","null","null","80.4","1715","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.11","null","null","null","null","null","null","null",9,"2","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-11","87.5","2.62","5.97","Hyun Jin Ryu",605119,547943,"null","ball",,,,,"14","null","R","R","L","TOR","MIA","B","null","null",0,0,2020,"1.0","0.7","2.12","2.31","null","null","null",0,2,"Top","null","null",,,"643376",,"null",-3.2950092344263684,-127.55799800892974,-4.317660962359494,11.78708697210926,22.737413338960238,-23.422369021514477,"3.44","1.60","null","null","null","88.2","1876","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.15","null","null","null","null","null","null","null",9,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-11","80.2","2.87","5.74","Hyun Jin Ryu",572816,547943,"field_out","hit_into_play",,,,,"8","Corey Dickerson grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr. ","R","L","L","TOR","MIA","X",4,"ground_ball",2,1,2020,"0.9","0.8","-0.26","1.92","null","null",542583,2,1,"Top","147.28","148.51",,,"643376",,"null",-8.620515741307056,-116.4713842140332,-3.2210037048545157,9.572272079024984,20.455343325849235,-24.793500602098387,"3.39","1.55","71","94.4","3","80.9","1459","6.7",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.79","0.514","0.463","0.00",1,0,0,4,4,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CH","2020-08-11","81.4","2.50","5.87","Hyun Jin Ryu",572816,547943,"null","ball",,,,,"13","null","R","L","L","TOR","MIA","B","null","null",1,1,2020,"0.8","1.0","-1.04","2.15","null","null",542583,2,1,"Top","null","null",,,"643376",,"null",-9.501486397295244,-118.2806629599419,-3.789591483671071,9.066941448591898,19.568563775653246,-21.966895864429297,"3.39","1.55","null","null","null","82.2","1582","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.89","null","null","null","null","null","null","null",4,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FC","2020-08-11","87.1","2.40","5.96","Hyun Jin Ryu",572816,547943,"null","foul",,,,,"13","null","R","L","L","TOR","MIA","S","null","null",1,0,2020,"-0.1","0.7","-0.44","1.30","null","null",542583,2,1,"Top","null","null",,,"643376",,"null",-6.624555537310238,-126.6329637217104,-6.612417993304997,0.021985287171690935,23.12542897594736,-23.102704532304422,"3.39","1.55","null","null","null","87.7","2030","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.03","null","null","null","null","null","null","null",4,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CH","2020-08-11","81.4","2.53","5.83","Hyun Jin Ryu",572816,547943,"null","ball",,,,,"13","null","R","L","L","TOR","MIA","B","null","null",0,0,2020,"1.0","0.8","-0.98","2.02","null","null",542583,2,1,"Top","null","null",,,"643376",,"null",-9.790782597956136,-118.14440583001418,-3.40036549001955,11.076732522558162,22.12450837019384,-24.56615556905424,"3.39","1.55","null","null","null","81.6","1480","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.96","null","null","null","null","null","null","null",4,"1","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
