name,throw_bat,year,decade,avg,obp,slg,ops,hr,rbi,rank,team_game
±è»óÈÆ,ÁÂÁÂ,1989,1980,0.28,0.348,0.372,0.72,5,57,18,120
±è¼ºÇÑ,¿ì¿ì,1989,1980,0.28,0.412,0.512,0.924,26,84,19,120
±èÇü¼®,ÁÂÁÂ,1990,1980,0.28,0.345,0.42,0.765,12,61,21,120
ÀÌÁ¾¹ü,¿ì¿ì,1993,1990,0.28,0.328,0.432,0.76,16,53,15,126
ÀÌ¼þ¿ë,ÁÂÁÂ,1996,1990,0.28,0.389,0.447,0.836,12,47,18,126
Æú,ÁÂÁÂ,2002,2000,0.28,0.346,0.471,0.817,18,64,27,133
¾È°æÇö,¿ì¿ì,2004,2000,0.28,0.367,0.396,0.763,10,51,30,133
ÀÌÈ£ÁØ,¿ì¿ì,2004,2000,0.28,0.371,0.513,0.884,30,112,31,133
¹Ú¿ëÅÃ,¿ìÁÂ,2005,2000,0.28,0.346,0.432,0.778,15,71,21,126
¹ÚÀçÈ«,¿ì¿ì,2007,2000,0.28,0.361,0.487,0.848,17,54,24,126
ÀÌ¿ë±Ô,ÁÂÁÂ,2007,2000,0.28,0.342,0.355,0.698,0,27,25,126
¼ÛÁö¸¸,¿ì¿ì,2008,2000,0.28,0.333,0.418,0.751,13,62,22,126
ÀÌ´ëÇü,ÁÂÁÂ,2009,2000,0.28,0.331,0.319,0.649,2,41,33,133
½Å¸íÃ¶,¿ì¿ì,2010,2000,0.28,0.364,0.408,0.772,9,57,28,133
Á¤±Ù¿ì,¿ì¿ì,2013,2010,0.28,0.36,0.408,0.768,9,35,29,128
±è»óÇö,¿ì¿ì,2015,2010,0.28,0.358,0.493,0.851,27,88,42,144
¿ÀÀç¿ø,¿ìÁÂ,2015,2010,0.28,0.354,0.418,0.772,11,59,43,144
¿ÀÁöÈ¯,¿ìÁÂ,2016,2010,0.28,0.39,0.494,0.883,20,78,50,144
ÀÌ½Â¿±,ÁÂÁÂ,2017,2010,0.28,0.352,0.517,0.869,24,87,43,144
¹Úº´È£,¿ì¿ì,2019,2010,0.28,0.405,0.56,0.966,33,98,34,144
¸¶Â÷µµ,¿ì¿ì,2020,2010,0.28,0.356,0.422,0.778,12,67,37,144
Á¤ÇÐ¼ö,¿ì¿ì,1983,1980,0.279,0.353,0.359,0.712,3,30,15,100
ÀÌ±¤Àº,¿ì¿ì,1985,1980,0.279,0.336,0.387,0.723,6,39,16,110
È«¹®Á¾,ÁÂÁÂ,1988,1980,0.279,0.353,0.376,0.729,4,25,25,108
ÇÑ´ëÈ­,¿ì¿ì,1989,1980,0.279,0.412,0.439,0.851,13,63,20,120
À±´ö±Ô,ÁÂÁÂ,1990,1980,0.279,0.366,0.415,0.78,6,44,22,120
À±Çõ,ÁÂÁÂ,1991,1990,0.279,0.357,0.358,0.715,1,29,23,126
³ëÂù¿±,¿ì¿ì,1994,1990,0.279,0.363,0.441,0.804,10,59,14,126
ÀÌº´±Ô,ÁÂÁÂ,1998,1990,0.279,0.329,0.415,0.744,9,67,21,126
Ä¡¸á¸®½º,¿ì¿ì,1998,1990,0.279,0.327,0.457,0.785,17,63,22,126
ÃÖÈÆÀç,ÁÂÁÂ,1999,1990,0.279,0.344,0.419,0.763,8,58,33,132
¹ÚÇÑÀÌ,ÁÂÁÂ,2001,2000,0.279,0.377,0.445,0.822,13,61,35,133
¸¶¸£Æ¼³×½º,¿ì¿ì,2002,2000,0.279,0.361,0.44,0.802,15,69,28,133
±è»óÈÆ2,¿ì¿ì,2003,2000,0.279,0.324,0.388,0.712,7,46,27,133
±èµ¿¼ö,¿ì¿ì,2006,2000,0.279,0.336,0.36,0.696,5,40,21,126
¹Ú¼®¹Î,¿ì¿ì,2008,2000,0.279,0.38,0.45,0.83,14,64,23,126
ÃÖÇü¿ì,¿ìÁÂ,2010,2000,0.279,0.391,0.524,0.915,24,97,29,133
¾çÀÇÁö,¿ì¿ì,2012,2010,0.279,0.354,0.387,0.741,5,27,21,133
ÀÌ´ë¼ö,¿ì¿ì,2012,2010,0.279,0.321,0.394,0.715,4,48,22,133
¿ÀÀçÀÏ,ÁÂÁÂ,2018,2010,0.279,0.381,0.539,0.92,27,80,49,144
¹Ú¼¼Çõ,¿ìÁÂ,2019,2010,0.279,0.343,0.39,0.733,4,63,35,144
ÀüÁØ¿ì,¿ì¿ì,2020,2010,0.279,0.347,0.482,0.829,26,96,38,144
È«Ã¢±â,¿ìÁÂ,2020,2010,0.279,0.411,0.417,0.827,5,39,39,144
±èÀÏ±Ç,¿ì¿ì,1985,1980,0.278,0.346,0.377,0.723,4,38,17,110
±è»óÈÆ,ÁÂÁÂ,1987,1980,0.278,0.335,0.416,0.751,10,57,19,108
¼­Á¤È¯,¿ì¿ì,1987,1980,0.278,0.352,0.358,0.711,3,28,20,108
ÀÌÈ£¼º,¿ì¿ì,1992,1990,0.278,0.396,0.449,0.845,14,52,23,126
ÀÌ¼þ¿ë,ÁÂÁÂ,1998,1990,0.278,0.353,0.438,0.791,10,45,23,126
½Åµ¿ÁÖ,¿ì¿ì,1999,1990,0.278,0.333,0.462,0.795,22,87,34,132
±è´ëÀÍ,ÁÂÁÂ,2000,1990,0.278,0.347,0.392,0.739,6,47,27,133
¸¶¸£Æ¼³×½º,¿ì¿ì,2001,2000,0.278,0.353,0.498,0.851,25,96,36,133
¹ÚÀçÈ«,¿ì¿ì,2002,2000,0.278,0.346,0.438,0.783,15,67,29,133
Áø°©¿ë,¿ì¿ì,2004,2000,0.278,0.345,0.487,0.832,24,71,32,133
ÃÖ°æÈ¯,ÁÂÁÂ,2004,2000,0.278,0.335,0.367,0.702,5,58,33,133
¹Ú¿ëÅÃ,¿ìÁÂ,2007,2000,0.278,0.336,0.432,0.768,14,66,26,126
¾çÁØÇõ,ÁÂÁÂ,2008,2000,0.278,0.364,0.392,0.756,8,49,24,126
±è»ó¼ö,¿ì¿ì,2011,2010,0.278,0.352,0.352,0.704,2,47,24,133
¹Ú¼®¹Î,¿ì¿ì,2011,2010,0.278,0.373,0.442,0.815,15,86,25,133
ÀÌÈ£ÁØ,¿ì¿ì,2013,2010,0.278,0.366,0.475,0.841,20,87,30,128
±è»ó¼ö,¿ì¿ì,2015,2010,0.278,0.341,0.416,0.757,8,63,44,144
¿ÀÁöÈ¯,¿ìÁÂ,2015,2010,0.278,0.357,0.443,0.8,11,56,45,144
¿ÀÁöÈ¯,¿ìÁÂ,2018,2010,0.278,0.35,0.396,0.746,11,71,50,144
¶ó¸ð½º,¿ìÁÂ,2020,2010,0.278,0.362,0.592,0.954,38,86,40,144
¾ËÅ×¾î,¿ì¿ì,2020,2010,0.278,0.352,0.541,0.893,31,108,41,144
Àå¼º¿ì,¿ì¿ì,2020,2010,0.278,0.337,0.413,0.75,13,79,42,144
ÇÑµ¿Èñ,¿ì¿ì,2020,2010,0.278,0.361,0.436,0.797,17,67,43,144
±è´ëÁø,¿ì¿ì,1983,1980,0.277,0.347,0.338,0.685,2,23,16,100
ÀÌ¿µ±¸,¿ì¿ì,1983,1980,0.277,0.329,0.386,0.714,5,36,17,100
ÇÔÇÐ¼ö,¿ì¿ì,1984,1980,0.277,0.315,0.399,0.714,9,45,13,100
±è¿ëÈñ,¿ì¿ì,1985,1980,0.277,0.346,0.454,0.8,14,47,18,110
±èµ¿±â,¿ì¿ì,1987,1980,0.277,0.368,0.414,0.782,9,48,21,108
°í¿øºÎ,¿ì¿ì,1988,1980,0.277,0.341,0.408,0.749,9,50,26,108
±è°æ±â,¿ì¿ì,1994,1990,0.277,0.369,0.494,0.863,23,70,15,126
·ùÁöÇö,¿ì¿ì,1998,1990,0.277,0.372,0.433,0.805,12,61,24,126
±èÀÀ±¹,ÁÂÁÂ,2000,1990,0.277,0.336,0.374,0.71,6,45,28,133
Á¤¼ö±Ù,ÁÂÁÂ,2000,1990,0.277,0.34,0.353,0.693,3,50,29,133
Á¶¿ø¿ì,¿ì¿ì,2004,2000,0.277,0.349,0.355,0.704,3,35,34,133
±è¹ÎÀç,¿ì¿ì,2005,2000,0.277,0.337,0.334,0.671,2,37,22,126
È£¼¼,¿ì¾ç,2006,2000,0.277,0.401,0.487,0.888,22,78,22,126
¿ÀÀç¿ø,¿ìÁÂ,2011,2010,0.277,0.337,0.371,0.708,6,46,26,133
±èÁ¾È£,ÁÂÁÂ,2013,2010,0.277,0.372,0.333,0.706,0,22,31,128
¹ÚÁ¤±Ç,ÁÂÁÂ,2016,2010,0.277,0.338,0.46,0.798,18,59,51,144
±è¼ºÇö,¿ì¿ì,2018,2010,0.277,0.333,0.357,0.69,4,55,51,144
¼­°ÇÃ¢,¿ìÁÂ,2020,2010,0.277,0.39,0.386,0.776,5,52,44,144
À±µ¿±Õ,ÁÂÁÂ,1987,1980,0.276,0.355,0.34,0.695,0,48,22,108
È«½Â±Ô,ÁÂÁÂ,1987,1980,0.276,0.337,0.401,0.738,7,26,23,108
ÀÌ¼øÃ¶,¿ì¿ì,1991,1990,0.276,0.371,0.456,0.828,17,50,24,126
¸¶ÇØ¿µ,¿ì¿ì,1996,1990,0.276,0.325,0.435,0.76,12,64,19,126
ÀÌÈ£¼º,¿ì¿ì,1997,1990,0.276,0.37,0.429,0.799,15,63,22,126
°­¼®Ãµ,¿ì¿ì,1998,1990,0.276,0.31,0.384,0.695,6,42,25,126
ÀÌ½Â¿±,ÁÂÁÂ,2001,2000,0.276,0.413,0.605,1.017,39,95,37,133
¾çÁØÇõ,ÁÂÁÂ,2002,2000,0.276,0.349,0.453,0.802,14,50,30,133
¼Õ½ÃÇå,¿ì¿ì,2005,2000,0.276,0.352,0.373,0.725,4,60,23,126
ÀÌ¹üÈ£,¿ì¿ì,2008,2000,0.276,0.377,0.47,0.847,19,77,25,126
ÃÖÇü¿ì,¿ìÁÂ,2008,2000,0.276,0.365,0.487,0.852,19,71,26,126
¹ÚÁ¤±Ç,ÁÂÁÂ,2009,2000,0.276,0.35,0.504,0.854,25,76,34,133
±èÁÖÂù,¿ì¿ì,2010,2000,0.276,0.32,0.386,0.705,9,40,30,133
¿ÀÀç¿ø,¿ìÁÂ,2010,2000,0.276,0.332,0.336,0.668,0,37,31,133
ÃÖÁøÇà,¿ì¿ì,2011,2010,0.276,0.382,0.438,0.82,19,85,27,133
¸ðÃ¢¹Î,¿ì¿ì,2013,2010,0.276,0.338,0.443,0.781,12,51,32,128
À±¼®¹Î,¿ì¿ì,2018,2010,0.276,0.338,0.448,0.786,19,60,52,144
·Î¸Æ,¿ì¿ì,2019,2010,0.276,0.374,0.508,0.882,29,95,36,144
±è¼º°ü,¿ì¿ì,1982,1980,0.275,0.334,0.414,0.748,7,40,18,80
±è¿ëÈñ,¿ì¿ì,1983,1980,0.275,0.337,0.49,0.827,18,52,18,100
±èÀÏ±Ç,¿ì¿ì,1983,1980,0.275,0.345,0.364,0.709,6,26,19,100
À±µ¿±Õ,ÁÂÁÂ,1983,1980,0.275,0.373,0.419,0.792,10,54,20,100
±èÀÎ½Ä,¿ì¿ì,1985,1980,0.275,0.329,0.324,0.653,2,16,19,110
¼­Á¤È¯,¿ì¿ì,1985,1980,0.275,0.336,0.334,0.671,3,21,20,110
À¯°í¿õ,¿ì¿ì,1986,1980,0.275,0.335,0.361,0.696,5,39,17,108
½Å°æ½Ä,ÁÂÁÂ,1989,1980,0.275,0.336,0.419,0.756,8,57,21,120
±è»óÈ£,¿ì¿ì,1990,1980,0.275,0.368,0.43,0.798,14,52,23,120
°­¼®Ãµ,¿ì¿ì,1991,1990,0.275,0.34,0.409,0.749,11,57,25,126
½Å°æ½Ä,ÁÂÁÂ,1993,1990,0.275,0.336,0.364,0.7,5,49,16,126
±è¹ÎÈ£2,¿ì¿ì,1994,1990,0.275,0.327,0.362,0.688,8,34,16,126
¸¶ÇØ¿µ,¿ì¿ì,1995,1990,0.275,0.365,0.46,0.825,18,87,19,126
½É¼ºº¸,ÁÂÁÂ,1996,1990,0.275,0.354,0.421,0.774,5,51,20,126
ÀåÁ¾ÈÆ,¿ì¿ì,1998,1990,0.275,0.346,0.435,0.781,17,66,26,126
Àå¿øÁø,¿ì¾ç,2002,2000,0.275,0.322,0.322,0.644,1,30,31,133
½ÉÁ¤¼ö,¿ì¿ì,2005,2000,0.275,0.403,0.501,0.904,28,87,24,126
ÀüÁØ¿ì,¿ì¿ì,2013,2010,0.275,0.368,0.38,0.748,7,66,33,128
±èÁ¤¼ö,ÁÂÁÂ,1982,1980,0.274,0.387,0.462,0.849,11,49,19,80
Á¤ÇÐ¼ö,¿ì¿ì,1982,1980,0.274,0.397,0.368,0.765,2,25,20,80
±è¿ì¿­,¿ì¿ì,1984,1980,0.274,0.376,0.428,0.803,12,49,14,100
±èÀÏÈ¯,ÁÂÁÂ,1984,1980,0.274,0.337,0.333,0.67,0,27,15,100
È«¹®Á¾,ÁÂÁÂ,1986,1980,0.274,0.348,0.364,0.712,3,29,18,108
±èµ¿¼ö,¿ì¿ì,1993,1990,0.274,0.353,0.462,0.815,16,56,17,126
±è°æ±â,¿ì¿ì,1996,1990,0.274,0.362,0.464,0.826,20,64,21,126
Á¤°æ¹è,¿ì¿ì,1997,1990,0.274,0.33,0.44,0.77,13,72,23,126
±è°æ±â,¿ì¿ì,1998,1990,0.274,0.353,0.457,0.81,18,59,27,126
Àü»ó·Ä,ÁÂÁÂ,2004,2000,0.274,0.325,0.35,0.675,5,42,35,133
Á¶µ¿Âù,¿ì¿ì,2005,2000,0.274,0.36,0.439,0.8,16,63,25,126
¾È°æÇö,¿ì¿ì,2007,2000,0.274,0.343,0.362,0.704,2,49,27,126
±è»ó¼ö,¿ì¿ì,2012,2010,0.274,0.337,0.351,0.688,2,36,23,133
³ªÁö¿Ï,¿ì¿ì,2012,2010,0.274,0.375,0.405,0.779,11,56,24,133
È²Àç±Õ,¿ì¿ì,2013,2010,0.274,0.348,0.389,0.736,7,56,34,128
³ëÁøÇõ,¿ìÁÂ,2020,2010,0.274,0.356,0.48,0.836,20,82,45,144
ÀÌÇØÃ¢,¿ì¿ì,1984,1980,0.273,0.355,0.404,0.759,7,36,16,100
ÀÌÁ¾µÎ,¿ì¿ì,1989,1980,0.273,0.342,0.426,0.769,10,52,22,120
Á¶¾ç±Ù,¿ì¿ì,1989,1980,0.273,0.306,0.336,0.642,1,31,23,120
±è¼ºÇÑ,¿ì¿ì,1993,1990,0.273,0.331,0.387,0.718,6,52,18,126
±è½Ç,ÁÂÁÂ,1994,1990,0.273,0.355,0.362,0.717,3,33,17,126
±è¹ÎÈ£2,¿ì¿ì,1999,1990,0.273,0.323,0.356,0.679,3,46,35,132
ÀåÁ¾ÈÆ,¿ì¿ì,2001,2000,0.273,0.357,0.44,0.797,15,54,38,133
¸¶¸£Æ¼³×½º,¿ì¿ì,2003,2000,0.273,0.354,0.447,0.801,17,70,28,133
È«¿ø±â,¿ì¿ì,2003,2000,0.273,0.36,0.375,0.735,8,42,29,133
ÀÌ¹üÈ£,¿ì¿ì,2005,2000,0.273,0.361,0.514,0.874,26,68,26,126
Á¤¼ö¼º,¿ìÁÂ,2005,2000,0.273,0.331,0.339,0.67,0,19,27,126
ÀÌÁø¿µ,ÁÂÁÂ,2006,2000,0.273,0.338,0.381,0.719,11,41,23,126
±è¹ÎÀç,¿ì¿ì,2007,2000,0.273,0.318,0.362,0.68,6,47,28,126
ÀÌÁ¾¹ü,¿ì¿ì,2009,2000,0.273,0.341,0.379,0.72,6,40,35,133
¼Õ½ÃÇå,¿ì¿ì,2010,2000,0.273,0.345,0.376,0.721,8,62,32,133
°­¹ÎÈ£,¿ì¿ì,2012,2010,0.273,0.356,0.468,0.824,19,66,25,133
³ªÁÖÈ¯,¿ì¿ì,2014,2010,0.273,0.324,0.382,0.706,7,51,49,128
ÇÑ´ëÈ­,¿ì¿ì,1983,1980,0.272,0.305,0.406,0.711,5,44,21,100
³ëÂù¿±,¿ì¿ì,1992,1990,0.272,0.283,0.378,0.661,6,50,24,126
ÀÌÁ¾¿î,ÁÂÁÂ,1994,1990,0.272,0.296,0.337,0.633,2,32,18,126
È«Çö¿ì,¿ì¿ì,1994,1990,0.272,0.345,0.428,0.772,16,72,19,126
±è»óÈ£,¿ì¿ì,1995,1990,0.272,0.336,0.474,0.811,25,101,20,126
±è´ëÀÍ,ÁÂÁÂ,1997,1990,0.272,0.341,0.402,0.742,6,35,24,126
±è¹ÎÀç,¿ì¿ì,1999,1990,0.272,0.32,0.375,0.695,6,53,36,132
¹ÚÇÑÀÌ,ÁÂÁÂ,2002,2000,0.272,0.348,0.387,0.735,10,47,32,133
Á¤°æ¹è,¿ì¿ì,2003,2000,0.272,0.329,0.411,0.741,12,51,30,133
È«¼ºÈç,¿ì¿ì,2005,2000,0.272,0.323,0.398,0.722,11,74,28,126
ÀÌ¿µ¿í,ÁÂÁÂ,2010,2000,0.272,0.356,0.358,0.714,4,42,33,133
±è°­¹Î,¿ì¿ì,2012,2010,0.272,0.316,0.354,0.67,5,31,26,133
È²Àç±Õ,¿ì¿ì,2012,2010,0.272,0.329,0.346,0.675,4,51,27,133
Á¤ÀÇÀ±,¿ì¿ì,2013,2010,0.272,0.333,0.381,0.715,5,47,35,128
¿ÀÀç¿ø,¿ìÁÂ,2016,2010,0.272,0.36,0.356,0.716,5,58,52,144
ÀÌ¹üÈ£,¿ì¿ì,2017,2010,0.272,0.37,0.505,0.875,25,89,44,144
±è±Ù¼®,¿ì¿ì,1983,1980,0.271,0.329,0.356,0.685,4,28,22,100
ÀÌ±¤Àº,¿ì¿ì,1983,1980,0.271,0.333,0.404,0.738,8,36,23,100
Á¤¿µ±â,¿ì¿ì,1984,1980,0.271,0.317,0.315,0.632,1,28,17,100
½Å°æ½Ä,ÁÂÁÂ,1986,1980,0.271,0.331,0.345,0.676,1,34,19,108
Á¤ÇÐ¼ö,¿ì¿ì,1986,1980,0.271,0.346,0.331,0.677,1,26,20,108
±èºÀ¿¬,¿ì¿ì,1987,1980,0.271,0.328,0.369,0.697,6,39,24,108
°­±â¿õ,¿ì¿ì,1990,1980,0.271,0.329,0.442,0.771,15,58,24,120
¹ÚÃ¶¿ì,ÁÂÁÂ,1992,1990,0.271,0.347,0.403,0.751,9,66,25,126
°øÇÊ¼º,¿ì¿ì,1994,1990,0.271,0.357,0.436,0.793,12,57,20,126
ÀÌÁ¾µÎ,¿ì¿ì,1994,1990,0.271,0.33,0.434,0.764,17,52,21,126
È«Çö¿ì,¿ì¿ì,1997,1990,0.271,0.399,0.489,0.887,22,79,25,126
±èÇÑ¼ö,¿ì¿ì,2004,2000,0.271,0.334,0.432,0.766,16,84,36,133
¼ÛÁö¸¸,¿ì¿ì,2005,2000,0.271,0.365,0.486,0.851,24,74,29,126
ÀÌÈ£ÁØ,¿ì¿ì,2005,2000,0.271,0.369,0.5,0.869,21,65,30,126
°­¹ÎÈ£,¿ì¿ì,2007,2000,0.271,0.325,0.421,0.746,14,68,29,126
°­Á¤È£,¿ì¿ì,2008,2000,0.271,0.331,0.392,0.723,8,47,27,126
ÃÖÁØ¼®,¿ì¿ì,2011,2010,0.271,0.356,0.439,0.796,15,75,28,133
ÃÖÇü¿ì,¿ìÁÂ,2012,2010,0.271,0.355,0.425,0.78,14,77,28,133
ÀÌÈ£ÁØ,¿ì¿ì,2014,2010,0.271,0.374,0.481,0.855,23,78,50,128
¾ç¼º¿ì,¿ìÁÂ,2016,2010,0.271,0.345,0.354,0.7,4,53,53,144
±è»ó¼ö,¿ì¿ì,2019,2010,0.271,0.356,0.355,0.711,5,38,37,144
±Ý±¤¿Á,¿ì¿ì,1982,1980,0.27,0.365,0.441,0.806,9,37,21,80
±èÀÏ±Ç,¿ì¿ì,1982,1980,0.27,0.369,0.436,0.805,11,36,22,80
±è»óÈÆ,ÁÂÁÂ,1984,1980,0.27,0.339,0.345,0.684,0,31,18,100
ÀÌÇØÃ¢,¿ì¿ì,1985,1980,0.27,0.363,0.381,0.744,7,43,21,110
À¯ÁöÈÍ,¿ì¿ì,1986,1980,0.27,0.311,0.324,0.636,2,37,21,108
ÀÌÁ¾µÎ,¿ì¿ì,1987,1980,0.27,0.323,0.401,0.725,10,38,25,108
ÀÌ±¤±æ,¿ì¿ì,1989,1980,0.27,0.366,0.332,0.699,0,38,24,120
ÀÌ°Ç¿­,¿ì¿ì,1992,1990,0.27,0.338,0.338,0.676,4,42,26,126
±èÇü¼®,ÁÂÁÂ,1995,1990,0.27,0.321,0.418,0.739,10,68,21,126
¼ÛÁö¸¸,¿ì¿ì,2006,2000,0.27,0.344,0.415,0.759,16,53,24,126
Á¤¼ºÈÆ,¿ì¿ì,2008,2000,0.27,0.344,0.366,0.71,3,34,28,126
ÀÌ¹üÈ£,¿ì¿ì,2015,2010,0.27,0.375,0.519,0.894,28,79,46,144
±èÇý¼º,¿ìÁÂ,2018,2010,0.27,0.327,0.367,0.694,5,45,53,144
±è°­¹Î,¿ì¿ì,2019,2010,0.27,0.326,0.37,0.696,8,50,38,144
À¯°­³²,¿ì¿ì,2019,2010,0.27,0.338,0.438,0.775,16,49,39,144
ÀÌÃ¢Áø,¿ì¿ì,2019,2010,0.27,0.363,0.383,0.746,6,48,40,144
ÃÖÁ¤,¿ì¿ì,2020,2010,0.27,0.392,0.538,0.93,33,96,46,144
±è°æ³²,¿ì¿ì,1982,1980,0.269,0.298,0.384,0.682,3,27,23,80
¾ç¼¼Á¾,¿ì¿ì,1982,1980,0.269,0.331,0.389,0.72,7,37,24,80
¾ç½Â°ü,¿ì¿ì,1982,1980,0.269,0.332,0.401,0.733,8,40,25,80
½Å°æ½Ä,ÁÂÁÂ,1987,1980,0.269,0.319,0.352,0.672,3,39,26,108
À±´ö±Ô,ÁÂÁÂ,1987,1980,0.269,0.307,0.339,0.646,2,34,27,108
±è»óÈ£,¿ì¿ì,1996,1990,0.269,0.327,0.467,0.794,20,75,22,126
ÀÌ¿µ¿ì,ÁÂÁÂ,1996,1990,0.269,0.352,0.414,0.765,8,39,23,126
·ùÁöÇö,¿ì¿ì,1997,1990,0.269,0.36,0.347,0.706,3,45,26,126
½É¼ºº¸,ÁÂÁÂ,1997,1990,0.269,0.329,0.459,0.788,15,73,27,126
¼ÛÁö¸¸,¿ì¿ì,1998,1990,0.269,0.356,0.426,0.782,16,49,28,126
½É¼ºº¸,ÁÂÁÂ,1998,1990,0.269,0.327,0.495,0.822,24,86,29,126
È«Çö¿ì,¿ì¿ì,1998,1990,0.269,0.38,0.43,0.81,15,62,30,126
ÀüÁØÈ£,ÁÂÁÂ,2003,2000,0.269,0.353,0.353,0.706,3,38,31,133
ÇÑ»óÈÆ,¿ìÁÂ,2011,2010,0.269,0.329,0.337,0.666,3,39,29,133
ÀÌ¹üÈ£,¿ì¿ì,2014,2010,0.269,0.363,0.497,0.86,19,82,51,128
°­¹ÎÈ£,¿ì¿ì,2018,2010,0.269,0.336,0.457,0.793,22,71,54,144
½Å°æ½Ä,ÁÂÁÂ,1983,1980,0.268,0.33,0.353,0.683,5,50,24,100
ÀÌ°­µ·,ÁÂÁÂ,1987,1980,0.268,0.315,0.35,0.665,3,42,28,108
ÇÑ´ëÈ­,¿ì¿ì,1992,1990,0.268,0.38,0.483,0.863,20,74,27,126
¶óÀÌ¿Â,ÁÂÁÂ,2005,2000,0.268,0.321,0.429,0.75,11,73,31,126
¹ÚÁ¾È£,¿ì¾ç,2005,2000,0.268,0.351,0.352,0.703,4,36,32,126
°í¿µ¹Î,¿ì¿ì,2007,2000,0.268,0.372,0.419,0.791,12,66,30,126
ÀÌÁ¾¿í,ÁÂÁÂ,2015,2010,0.268,0.349,0.368,0.717,5,52,47,144
¹øÁî,¿ì¿ì,2018,2010,0.268,0.329,0.513,0.842,23,64,55,144
±èÀçÈ£,¿ì¿ì,2019,2010,0.268,0.381,0.358,0.739,4,48,41,144
ÀÌÀç¿ø,¿ì¿ì,2019,2010,0.268,0.331,0.39,0.722,12,75,42,144
ÀÌ¿ø¼®,¿ì¿ì,2020,2010,0.268,0.341,0.407,0.748,13,74,47,144
±ÇµÎÁ¶,¿ì¿ì,1984,1980,0.267,0.323,0.314,0.637,1,25,19,100
±èÁØÈ¯,¿ì¿ì,1984,1980,0.267,0.316,0.358,0.675,6,29,20,100
À±µ¿±Õ,ÁÂÁÂ,1986,1980,0.267,0.353,0.348,0.701,2,37,22,108
±èÀç¹Ú,¿ì¿ì,1988,1980,0.267,0.311,0.33,0.641,2,26,27,108
½Å°æ½Ä,ÁÂÁÂ,1992,1990,0.267,0.329,0.333,0.662,3,41,28,126
¹ÚÁØÅÂ,¿ì¿ì,1993,1990,0.267,0.345,0.424,0.769,8,39,19,126
±è½Ç,ÁÂÁÂ,1997,1990,0.267,0.315,0.343,0.657,0,38,28,126
±èÃ¢Èñ,¿ì¿ì,1998,1990,0.267,0.342,0.405,0.748,12,64,31,126
½ÉÀçÇÐ,ÁÂÁÂ,1998,1990,0.267,0.367,0.405,0.773,11,70,32,126
È«¼ºÈç,¿ì¿ì,2001,2000,0.267,0.315,0.375,0.69,8,48,39,133
¼Õ½ÃÇå,¿ì¿ì,2006,2000,0.267,0.333,0.342,0.674,2,34,25,126
Á¶¿ø¿ì,¿ì¿ì,2006,2000,0.267,0.326,0.305,0.631,1,25,26,126
¹ÚÇÑÀÌ,ÁÂÁÂ,2007,2000,0.267,0.359,0.309,0.668,2,27,31,126
ÃÖÁ¤,¿ì¿ì,2007,2000,0.267,0.332,0.436,0.768,16,66,32,126
°í¿µ¹Î,¿ì¿ì,2008,2000,0.267,0.387,0.379,0.766,9,70,29,126
¾çÀÇÁö,¿ì¿ì,2010,2000,0.267,0.347,0.471,0.817,20,68,34,133
Á¶ÀÎ¼º,¿ì¿ì,2011,2010,0.267,0.344,0.428,0.772,15,59,30,133
Áö¼®ÈÆ,¿ì¿ì,2015,2010,0.267,0.324,0.383,0.707,11,46,48,144
±èÈ£·É,¿ì¿ì,2016,2010,0.267,0.326,0.373,0.699,8,41,54,144
±¸ÀÚ¿í,¿ìÁÂ,2019,2010,0.267,0.331,0.444,0.775,15,71,43,144
ÀåÅÂ¼ö,¿ì¿ì,1988,1980,0.266,0.353,0.4,0.753,8,33,28,108
¹éÀÎ¼ö,¿ì¿ì,1989,1980,0.266,0.346,0.34,0.687,3,26,25,120
±è±¤¼ö,¿ì¿ì,1990,1980,0.266,0.34,0.332,0.672,4,30,25,120
ÇÑ´ëÈ­,¿ì¿ì,1993,1990,0.266,0.362,0.427,0.789,13,46,20,126
¼ÛÁö¸¸,¿ì¿ì,1997,1990,0.266,0.322,0.435,0.757,14,45,29,126
¹ÚÀçÈ«,¿ì¿ì,1998,1990,0.266,0.376,0.544,0.92,30,84,33,126
¹ÚÁ¾È£,¿ì¾ç,2002,2000,0.266,0.306,0.366,0.672,7,53,33,133
°­µ¿¿ì,ÁÂÁÂ,2003,2000,0.266,0.341,0.388,0.729,9,57,32,133
ÀÌµµÇü,¿ì¿ì,2003,2000,0.266,0.332,0.449,0.781,16,58,33,133
Á¤¼ºÈÆ,¿ì¿ì,2004,2000,0.266,0.345,0.366,0.711,8,59,37,133
ÀÌ´ëÈ£,¿ì¿ì,2005,2000,0.266,0.356,0.452,0.808,21,80,33,126
ÀÌ¿ë±Ô,ÁÂÁÂ,2005,2000,0.266,0.332,0.353,0.685,5,37,34,126
Á¤¼ºÈÆ,¿ì¿ì,2005,2000,0.266,0.34,0.426,0.766,17,72,35,126
¼­Æ°,ÁÂÁÂ,2006,2000,0.266,0.38,0.489,0.87,18,61,27,126
±èÅÂ¿Ï,¿ì¿ì,2008,2000,0.266,0.367,0.488,0.855,23,73,30,126
°¡¸£½Ã¾Æ,ÁÂÁÂ,2009,2000,0.266,0.358,0.518,0.876,29,84,36,133
